full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Robert E. Latta,M,rep,OH,5.0,OH-5,R,latta4congress,BobLatta,R+22.98,R+21.73,Latta,Robert,E.,,https://latta.house.gov,2467 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885.0,N00012233,,H8OH05036,1028071.0,412256,9926.0,Robert E. Latta,,20755.0,Bob Latta
Bill Johnson,M,rep,OH,6.0,OH-6,R,JohnsonLeads,RepBillJohnson,R+35.55,R+34.39,Johnson,Bill,,,https://billjohnson.house.gov,2336 Rayburn House Office Building Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046.0,N00032088,,H0OH06189,623472.0,412460,120649.0,Bill Johnson (Ohio),,21162.0,Bill Johnson (Ohio politician)
Bob Gibbs,M,rep,OH,7.0,OH-7,R,Bob_Gibbs,RepBobGibbs,R+25.95,R+24.72,Gibbs,Bob,,,https://gibbs.house.gov,2217 Rayburn House Office Building Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049.0,N00031128,,H0OH18077,1033844.0,412463,45466.0,Bob Gibbs,,21165.0,Bob Gibbs
Warren Davidson,M,rep,OH,8.0,OH-8,R,Vote_Davidson,WarrenDavidson,R+34.48,R+33.32,Davidson,Warren,,,https://davidson.house.gov,2113 Rayburn House Office Building Washington DC 20515-3508,202-225-6205,,,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw,D000626,2296.0,N00038767,,H6OH08315,102555.0,412675,166760.0,Warren Davidson,,21564.0,Warren Davidson
Marcy Kaptur,F,rep,OH,9.0,OH-9,D,Marcy_Kaptur,RepMarcyKaptur,D+24.05,D+25.29,Kaptur,Marcy,,,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,616.0,N00003522,,H2OH09031,1458.0,400211,27016.0,Marcy Kaptur,,15029.0,Marcy Kaptur
Michael R. Turner,M,rep,OH,10.0,OH-10,R,MikeTurnerOH,RepMikeTurner,R+8.48,R+7.17,Turner,Michael,R.,,https://turner.house.gov,2082 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,,http://turner.house.gov/news/rss.aspx,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,1741.0,N00025175,,"H2OH03067,H2OH03091",1003607.0,400411,45519.0,Michael R. Turner,,20342.0,Mike Turner
Marcia L. Fudge,F,rep,OH,11.0,OH-11,D,mlfudge,RepMarciaFudge,D+61.42,D+62.22,Fudge,Marcia,L.,,https://fudge.house.gov,2344 Rayburn House Office Building Washington DC 20515-3511,202-225-7032,,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaLFudge,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,1895.0,N00030490,,H8OH11141,1030928.0,412327,110640.0,Marcia L. Fudge,,20941.0,Marcia Fudge
Troy Balderson,M,rep,OH,12.0,OH-12,R,Troy_Balderson,RepBalderson,R+14.02,R+12.72,Balderson,Troy,,,https://balderson.house.gov,2429 Rayburn House Office Building Washington DC 20515-3512,202-225-5355,,,,,,B001306,,N00042194,,H8OH12180,,412747,102781.0,Troy Balderson,,21759.0,Troy Balderson
Tim Ryan,M,rep,OH,13.0,OH-13,D,TimRyan,RepTimRyan,D+10.52,D+11.82,Ryan,Tim,J.,,https://timryan.house.gov,1126 Longworth House Office Building Washington DC 20515-3513,202-225-5261,,http://timryan.house.gov/rss.xml,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756.0,N00025280,,H2OH17109,1003608.0,400352,45638.0,Tim Ryan (Ohio),,20343.0,Tim Ryan (Ohio politician)
David P. Joyce,M,rep,OH,14.0,OH-14,R,DaveJoyceOH14,RepDaveJoyce,R+11.75,R+10.45,Joyce,David,P.,,https://joyce.house.gov,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,J000295,2154.0,N00035007,,H2OH14064,68561.0,412566,143052.0,David Joyce,,21353.0,David Joyce (politician)
Steve Stivers,M,rep,OH,15.0,OH-15,R,stevestivers,RepSteveStivers,R+15.12,R+13.83,Stivers,Steve,,,https://stivers.house.gov,2234 Rayburn House Office Building Washington DC 20515-3515,202-225-2015,,http://stivers.house.gov/news/rss.aspx,1.16058E+14,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,2047.0,N00029574,,H8OH15076,62320.0,412461,45333.0,Steve Stivers,,21163.0,Steve Stivers
Anthony Gonzalez,M,rep,OH,16.0,OH-16,R,anthonygonzalez,RepAGonzalez,R+16.85,R+15.57,Gonzalez,Anthony,,,https://anthonygonzalez.house.gov,2458 Rayburn House Office Building Washington DC 20515-3516,202-225-3876,,,,,,G000588,,N00041690,,H8OH16124,,412807,178867.0,Anthony Gonzalez,,21924.0,Anthony Gonzalez
Kevin Hern,M,rep,OK,1.0,OK-1,R,krhern,repkevinhern,R+28.1,R+27.7,Hern,Kevin,R.,,https://hern.house.gov,1019 Longworth House Office Building Washington DC 20515-3601,202-225-2211,,,,,,H001082,,N00040829,,H8OK01157,,412748,180004.0,Kevin Hern,,21760.0,Kevin Hern
Markwayne Mullin,M,rep,OK,2.0,OK-2,R,MarkwayneMullin,RepMullin,R+43.7,R+43.31,Mullin,Markwayne,,,https://mullin.house.gov,2421 Rayburn House Office Building Washington DC 20515-3602,202-225-2701,,http://mullin.house.gov/news/rss.aspx,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,M001190,2156.0,N00033410,,H2OK02083,1034045.0,412568,135898.0,Markwayne Mullin,,21355.0,Markwayne Mullin
Frank D. Lucas,M,rep,OK,3.0,OK-3,R,FrankDLucas,RepFrankLucas,R+49.5,R+49.12,Lucas,Frank,D.,,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,711.0,N00005559,,H4OK06056,35692.0,400247,27032.0,Frank D. Lucas,,29393.0,Frank Lucas (Oklahoma politician)
Tom Cole,M,rep,OK,4.0,OK-4,R,NaN,TomColeOK04,R+34.76,R+34.37,Cole,Tom,,,https://cole.house.gov,2207 Rayburn House Office Building Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,1742.0,N00025726,,H2OK04055,1003609.0,400077,46034.0,Tom Cole,,20344.0,Tom Cole
Stephanie I. Bice,F,rep,OK,5.0,OK-5,R,stephaniebice,RepBice,R+13.5,R+13.09,Bice,Stephanie,I.,,https://bice.house.gov,1223 Longworth House Office Building Washington DC 20515-3605,202-225-2132,,,,,,B000740,,,,H0OK05205,,456841,,Stephanie Bice,,,Stephanie Bice
Suzanne Bonamici,F,rep,OR,1.0,OR-1,D,NaN,RepBonamici,D+18.35,D+17.13,Bonamici,Suzanne,,,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092.0,N00033474,,H2OR01133,63966.0,412501,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici
Cliff Bentz,M,rep,OR,2.0,OR-2,R,CliffBentz,RepBentz,R+21.45,R+22.65,Bentz,Cliff,Stewart,,https://bentz.house.gov,1239 Longworth House Office Building Washington DC 20515-3702,202-225-6730,,,,,,B000668,,,,H0OR02127,,456842,,,,,Cliff Bentz
Earl Blumenauer,M,rep,OR,3.0,OR-3,D,repblumenauer,BlumenauerMedia,D+45.28,D+44.23,Blumenauer,Earl,,,https://blumenauer.house.gov,1111 Longworth House Office Building Washington DC 20515-3703,202-225-4811,,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ,B000574,99.0,N00007727,,H6OR03064,43809.0,400033,367.0,Earl Blumenauer,,29588.0,Earl Blumenauer
Peter A. DeFazio,M,rep,OR,4.0,OR-4,D,DeFazio4Oregon,RepPeterDeFazio,R+0.32,R+1.57,DeFazio,Peter,A.,,https://defazio.house.gov,2134 Rayburn House Office Building Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279.0,N00007781,,"H6OR04047,S6OR00151",6068.0,400100,27037.0,Peter DeFazio,,15410.0,Peter DeFazio
Kurt Schrader,M,rep,OR,5.0,OR-5,D,VoteSchrader,RepSchrader,D+1.32,D+0.07,Schrader,Kurt,,,https://schrader.house.gov,2431 Rayburn House Office Building Washington DC 20515-3705,202-225-5711,,http://schrader.house.gov/news/rss.aspx,repschrader,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950.0,N00030071,,H8OR05107,1031358.0,412315,10813.0,Kurt Schrader,,20944.0,Kurt Schrader
Brian K. Fitzpatrick,M,rep,PA,1.0,PA-1,R,BrianFitzUSA,repbrianfitz,R+0.68,R+0.86,Fitzpatrick,Brian,K.,,https://fitzpatrick.house.gov,271 Cannon House Office Building Washington DC 20515-3801,202-225-4276,,,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw,F000466,,N00038779,,H6PA08277,103537.0,412721,167708.0,Brian Fitzpatrick,,21718.0,Brian Fitzpatrick (American politician)
Brendan F. Boyle,M,rep,PA,2.0,PA-2,D,RepBrendanBoyle,CongBoyle,D+47.99,D+47.76,Boyle,Brendan,F.,,https://boyle.house.gov,1133 Longworth House Office Building Washington DC 20515-3802,202-225-6111,,,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ,B001296,2267.0,N00035307,,H4PA13199,76428.0,412652,47357.0,Brendan Boyle,,21548.0,Brendan Boyle
Dwight Evans,M,rep,PA,3.0,PA-3,D,DwightEvansPA,RepDwightEvans,D+81.42,D+81.09,Evans,Dwight,,,https://evans.house.gov,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,,https://evans.house.gov/rss.xml,RepDwightEvans,,,E000296,,N00038450,,H6PA02171,56729.0,412677,9128.0,Dwight Evans,,21566.0,Dwight Evans (politician)
Madeleine Dean,F,rep,PA,4.0,PA-4,D,NaN,RepDean,D+14.76,D+14.57,Dean,Madeleine,,,https://dean.house.gov,120 Cannon House Office Building Washington DC 20515-3804,202-225-4731,,,,,,D000631,,N00042894,,H8PA04116,,412809,136484.0,Madeleine Dean,,21915.0,Madeleine Dean
Mary Gay Scanlon,F,rep,PA,5.0,PA-5,D,marygayscanlon,RepMGS,D+25.49,D+25.29,Scanlon,Mary,Gay,,https://scanlon.house.gov,1227 Longworth House Office Building Washington DC 20515-3805,202-225-2011,,,,,,S001205,,N00042706,,H8PA07200,,412750,178890.0,Mary Gay Scanlon,,21762.0,Mary Gay Scanlon
Chrissy Houlahan,F,rep,PA,6.0,PA-6,D,HoulahanForPa,RepHoulahan,D+4.72,D+4.54,Houlahan,Chrissy,,,https://houlahan.house.gov,1218 Longworth House Office Building Washington DC 20515-3806,202-225-4315,,,,,,H001085,,N00040949,,H8PA06087,,412810,178893.0,Chrissy Houlahan,,21934.0,Chrissy Houlahan
Susan Wild,F,rep,PA,7.0,PA-7,D,HoulahanForPa,RepSusanWild,D+0.52,D+0.34,Wild,Susan,Ellis,,https://wild.house.gov,1027 Longworth House Office Building Washington DC 20515-3807,202-225-6411,,,,,,W000826,,N00041997,,H8PA15229,,412751,178895.0,Susan Wild,,21763.0,Susan Wild
Matt Cartwright,M,rep,PA,8.0,PA-8,D,CartwrightPA,RepCartwright,R+4.98,R+5.16,Cartwright,Matthew,A.,,https://cartwright.house.gov,2102 Rayburn House Office Building Washington DC 20515-3808,202-225-5546,,http://cartwright.house.gov/rss.xml,CongressmanMattCartwright,,UCnAOvexSGLBnYidaFzguhTQ,C001090,2159.0,N00034128,,H2PA17079,79865.0,412571,136236.0,Matt Cartwright,,21358.0,Matt Cartwright
Daniel Meuser,M,rep,PA,9.0,PA-9,R,Meuser4Congress,RepMeuser,R+30.54,R+30.75,Meuser,Daniel,,,https://meuser.house.gov,414 Cannon House Office Building Washington DC 20515-3809,202-225-6511,,,,,,M001204,,N00029416,,H8PA10147,,412811,102438.0,Dan Meuser,,21945.0,Dan Meuser
Scott Perry,M,rep,PA,10.0,PA-10,R,PatriotsPerry,RepScottPerry,R+10.68,R+10.87,Perry,Scott,,,https://perry.house.gov,2160 Rayburn House Office Building Washington DC 20515-3810,202-225-5836,,http://perry.house.gov/rss.xml,repscottperry,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,P000605,2157.0,N00034120,,H2PA04135,79873.0,412569,59980.0,Scott Perry,,21356.0,Scott Perry (politician)
Lloyd Smucker,M,rep,PA,11.0,PA-11,R,LloydSmuckerPA,RepSmucker,R+27.24,R+27.45,Smucker,Lloyd,,,https://smucker.house.gov,302 Cannon House Office Building Washington DC 20515-3811,202-225-2411,,,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,S001199,,N00038781,,H6PA16320,103540.0,412722,102454.0,Lloyd Smucker,,21745.0,Lloyd Smucker
Fred Keller,M,rep,PA,12.0,PA-12,R,VoteFredKeller,RepFredKeller,R+35.04,R+35.26,Keller,Fred,,,https://keller.house.gov,1717 Longworth House Office Building Washington DC 20515-3812,202-225-3731,,,CongressmanFredKeller,,UC_IluBx9m7HWoNhEYSoPQNQ,K000395,,N00044065,,H0PA12181,,412843,119553.0,,,21985.0,Fred Keller (politician)
John Joyce,M,rep,PA,13.0,PA-13,R,JohnJoyceForPA,RepJohnJoyce,R+44.51,R+44.74,Joyce,John,,,https://johnjoyce.house.gov,1221 Longworth House Office Building Washington DC 20515-3813,202-225-2431,,,,,,J000302,,N00043242,,H8PA13125,,412812,178911.0,John Joyce (Pennsylvania),,21936.0,John Joyce (American politician)
Guy Reschenthaler,M,rep,PA,14.0,PA-14,R,reschenthaler,GReschenthaler,R+27.78,R+27.98,Reschenthaler,Guy,,,https://reschenthaler.house.gov,409 Cannon House Office Building Washington DC 20515-3814,202-225-2065,,,,,,R000610,,N00041871,,H8PA18199,,412813,166004.0,Guy Reschenthaler,,21956.0,Guy Reschenthaler
Glenn Thompson,M,rep,PA,15.0,PA-15,R,GT_TeamGT,CongressmanGT,R+40.38,R+40.6,Thompson,Glenn,,,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952.0,N00029736,,H8PA05071,1031359.0,412317,24046.0,Glenn Thompson (Pennsylvania),,20946.0,Glenn Thompson (politician)
Mike Kelly,M,rep,PA,16.0,PA-16,R,MikeKellyforPA,MikeKellyPA,R+17.48,R+17.67,Kelly,Mike,,,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,1.91057E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051.0,N00031647,,H0PA03271,62696.0,412465,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician)
Conor Lamb,M,rep,PA,17.0,PA-17,D,ConorLambPA,RepConorLamb,R+5.78,R+5.96,Lamb,Conor,,,https://lamb.house.gov,1224 Longworth House Office Building Washington DC 20515-3817,202-225-2301,,,RepConorLamb,,UC7hX59n_ixS1Bz3f8Je02yA,L000588,,N00041870,,H8PA18181,,412744,177656.0,Conor Lamb,,21756.0,Conor Lamb
Michael F. Doyle,M,rep,PA,18.0,PA-18,D,NaN,USRepMikeDoyle,D+25.22,D+25.02,Doyle,Michael,F.,,https://doyle.house.gov,270 Cannon House Office Building Washington DC 20515-3818,202-225-2135,,http://doyle.house.gov/rss.xml,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316.0,N00001373,,H4PA18131,36774.0,400114,21853.0,Michael F. Doyle,,29561.0,Mike Doyle (American politician)
Jenniffer González-Colón,F,rep,PR,0.0,PR-1,R,Jenniffer2012,repjenniffer,NaN,NaN,González-Colón,Jenniffer,,,https://gonzalez-colon.house.gov,2338 Rayburn House Office Building Washington DC 20515-5401,202-225-2615,,,RepJennifferGonzalezColon,,UCZj99h3-GNKjGGeyp7AJeXw,G000582,,N00037615,,H6PR00082,67353.0,412723,,,,,Jenniffer González
David N. Cicilline,M,rep,RI,1.0,RI-1,D,davidcicilline,RepCicilline,D+34.62,D+33.03,Cicilline,David,N.,,https://cicilline.house.gov,2233 Rayburn House Office Building Washington DC 20515-3901,202-225-4911,,http://cicilline.house.gov/rss.xml,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055.0,N00032019,,H0RI01073,1033865.0,412470,7349.0,David N. Cicilline,,21172.0,David Cicilline
James R. Langevin,M,rep,RI,2.0,RI-2,D,LangevinForRI,JimLangevin,D+18.12,D+16.57,Langevin,James,R.,,https://langevin.house.gov,2077 Rayburn House Office Building Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668.0,N00009724,,H0RI02139,86608.0,400230,55787.0,Jim Langevin,,20136.0,James Langevin
Nancy Mace,F,rep,SC,1.0,SC-1,R,NancyMace,RepNancyMace,R+18.95,R+18.04,Mace,Nancy,Ruth,,https://mace.house.gov,212 Cannon House Office Building Washington DC 20515-4001,202-225-3176,,,,,,M000194,,,,H0SC01394,,456843,,Nancy Mace,,,Nancy Mace
Joe Wilson,M,rep,SC,2.0,SC-2,R,TeamJoeWilson,RepJoeWilson,R+22.55,R+21.64,Wilson,Joe,G.,,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688.0,N00024809,,H2SC02059,1002567.0,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician)
Jeff Duncan,M,rep,SC,3.0,SC-3,R,JeffDuncan_,RepJeffDuncan,R+39.72,R+38.79,Duncan,Jeff,,,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,H0SC03077,62713.0,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician)
William R. Timmons IV,M,rep,SC,4.0,SC-4,R,VoteTimmons,RepTimmons,R+29.99,R+29.07,Timmons,William,R.,,https://timmons.house.gov,267 Cannon House Office Building Washington DC 20515-4004,202-225-6030,,,,,,T000480,,N00042715,,H8SC04250,,412815,168923.0,William Timmons,,21974.0,William Timmons
Ralph Norman,M,rep,SC,5.0,SC-5,R,RalphNorman,RepRalphNorman,R+20.35,R+19.44,Norman,Ralph,,,https://norman.house.gov,569 Cannon House Office Building Washington DC 20515-4005,202-225-5501,,,RepRalphNorman,,,N000190,,N00027783,,H8SC05158,61996.0,412738,47930.0,Ralph Norman,,21753.0,Ralph Norman
James E. Clyburn,M,rep,SC,6.0,SC-6,D,ClyburnSC06,WhipClyburn,D+34.41,D+35.34,Clyburn,James,E.,,https://clyburn.house.gov,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,208.0,N00002408,,H2SC02042,21607.0,400075,27066.0,James E. Clyburn,,39301.0,Jim Clyburn
Tom Rice,M,rep,SC,7.0,SC-7,R,TomRiceSC7,RepTomRice,R+20.15,R+19.24,Rice,Tom,,,https://rice.house.gov,460 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,http://rice.house.gov/rss.xml,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,R000597,2160.0,N00033832,,H2SC07066,79473.0,412572,132382.0,Tom Rice (South Carolina),,21359.0,Tom Rice
Dusty Johnson,M,rep,SD,0.0,SD-1,R,DustyJohnson,RepDustyJohnson,R+30.6,R+28.19,Johnson,Dusty,,,https://dustyjohnson.house.gov,1714 Longworth House Office Building Washington DC 20515-4100,202-225-2801,,,,,,J000301,,N00040559,,H8SD01055,,412816,48307.0,Dusty Johnson,,21935.0,Dusty Johnson
Diana Harshbarger,F,rep,TN,1.0,TN-1,R,DHarshbargerTN1,RepHarshbarger,R+57.66,R+57.23,Harshbarger,Diana,,,https://harshbarger.house.gov,167 Cannon House Office Building Washington DC 20515-4201,202-225-6356,,,,,,H001086,,,,H0TN01118,,456844,,,,,Diana Harshbarger
Tim Burchett,M,rep,TN,2.0,TN-2,R,timburchett,RepTimBurchett,R+39.72,R+39.22,Burchett,Tim,,,https://burchett.house.gov,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,,,,,,B001309,,N00041594,,H8TN02119,,412817,24379.0,Tim Burchett,,21905.0,Tim Burchett
"Charles J. ""Chuck"" Fleischmann",M,rep,TN,3.0,TN-3,R,chuck4congress,RepChuck,R+36.86,R+36.34,Fleischmann,Charles,J.,,https://fleischmann.house.gov,462 Cannon House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann
Scott DesJarlais,M,rep,TN,4.0,TN-4,R,DesJarlaisTN04,DesJarlaisTN04,R+42.19,R+41.69,DesJarlais,Scott,,,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais
Jim Cooper,M,rep,TN,5.0,TN-5,D,CoopForCongress,RepJimCooper,D+12.68,D+13.24,Cooper,Jim,,,https://cooper.house.gov,1536 Longworth House Office Building Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231.0,N00003132,,"H2TN05131,H2TN04027,S4TN00096",1201.0,400081,48891.0,Jim Cooper,,15019.0,Jim Cooper
John Rose,M,rep,TN,6.0,TN-6,R,JohnRoseforTN,RepJohnRose,R+49.79,R+49.32,Rose,John,W.,,https://johnrose.house.gov,1124 Longworth House Office Building Washington DC 20515-4206,202-225-4231,,,,,,R000612,,N00041599,,H8TN06094,,412818,180452.0,John Rose (Tennessee),,21959.0,John Rose (Tennessee politician)
Mark E. Green,M,rep,TN,7.0,TN-7,R,DrMarkGreen4TN,RepMarkGreen,R+41.12,R+40.62,Green,Mark,E.,,https://markgreen.house.gov,2446 Rayburn House Office Building Washington DC 20515-4207,202-225-2811,,,,,,G000590,,N00041873,,H8TN07076,,412819,139030.0,Mark Green (Tennessee),,21926.0,Mark E. Green
David Kustoff,M,rep,TN,8.0,TN-8,R,DavidKustoff,repdavidkustoff,R+38.79,R+38.28,Kustoff,David,,,https://kustoff.house.gov,560 Cannon House Office Building Washington DC 20515-4208,202-225-4714,,,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,K000392,,N00025445,,H2TN07103,28903.0,412724,48997.0,David Kustoff,,21731.0,David Kustoff
Steve Cohen,M,rep,TN,9.0,TN-9,D,ReElectCohen,RepCohen,D+53.64,D+54.09,Cohen,Steve,,,https://cohen.house.gov,2104 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,1878.0,N00003225,,H6TN09068,1022876.0,412236,24340.0,Steve Cohen,,20748.0,Steve Cohen
Louie Gohmert,M,rep,TX,1.0,TX-1,R,LouieGohmertTX1,RepLouieGohmert,R+51.65,R+51.44,Gohmert,Louie,B.,Jr.,https://gohmert.house.gov,2269 Rayburn House Office Building Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801.0,N00026148,,H4TX04039,1011394.0,400651,50029.0,Louie Gohmert,,20527.0,Louie Gohmert
Dan Crenshaw,M,rep,TX,2.0,TX-2,R,DanCrenshawTX,RepDanCrenshaw,R+20.98,R+21,Crenshaw,Dan,,,https://crenshaw.house.gov,413 Cannon House Office Building Washington DC 20515-4302,202-225-6565,,,,,,C001120,,N00042224,,H8TX02166,,412820,177270.0,Daniel Crenshaw,,21911.0,Dan Crenshaw
Van Taylor,M,rep,TX,3.0,TX-3,R,VanTaylorTX,RepVanTaylor,R+25.18,R+25.18,Taylor,Van,,,https://vantaylor.house.gov,1404 Longworth House Office Building Washington DC 20515-4303,202-225-4201,,,,,,T000479,,N00027709,,H8TX03123,,412821,147737.0,Van Taylor,,21973.0,Van Taylor
Pat Fallon,M,rep,TX,4.0,TX-4,R,FallonForTexas,RepPatFallon,R+57.81,R+57.54,Fallon,Patrick,Edward,,https://fallon.house.gov,1118 Longworth House Office Building Washington DC 20515-4304,202-225-6673,,,,,,F000246,,,,H0TX04219,,456845,,,,,Pat Fallon
Lance Gooden,M,rep,TX,5.0,TX-5,R,Lancegooden,,R+34.65,R+34.59,Gooden,Lance,,,https://gooden.house.gov,1722 Longworth House Office Building Washington DC 20515-4305,202-225-3484,,,,,,G000589,,N00042237,,H8TX05144,,412822,177282.0,Lance Gooden,,21925.0,Lance Gooden
Lizzie Fletcher,F,rep,TX,7.0,TX-7,D,Lizzie4Congress,RepFletcher,R+11.85,R+11.89,Fletcher,Lizzie,,,https://fletcher.house.gov,119 Cannon House Office Building Washington DC 20515-4307,202-225-2571,,,,,,F000468,,N00041194,,H8TX07140,,412824,177031.0,Lizzie Pannill Fletcher,,21919.0,Lizzie Fletcher
Kevin Brady,M,rep,TX,8.0,TX-8,R,bradyfortexas,RepKevinBrady,R+56.65,R+56.39,Brady,Kevin,P.,,https://kevinbrady.house.gov,1011 Longworth House Office Building Washington DC 20515-4308,202-225-4901,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468.0,N00005883,,H6TX08100,45749.0,400046,361.0,Kevin Brady (Texas),,29760.0,Kevin Brady
