,full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,Bio,Follower Count
438,Guy Reschenthaler,M,rep,PA,14.0,PA-14,R,reschenthaler,GReschenthaler,R+27.78,R+27.98,Reschenthaler,Guy,,,https://reschenthaler.house.gov,409 Cannon House Office Building Washington DC 20515-3814,202-225-2065,,,,,,R000610,,N00041871,,H8PA18199,,412813,166004.0,Guy Reschenthaler,,21956.0,Guy Reschenthaler,u s  representative for pa14  former navy jag   magisterial district judge ,2830.0
439,Glenn Thompson,M,rep,PA,15.0,PA-15,R,GT_TeamGT,CongressmanGT,R+40.38,R+40.6,Thompson,Glenn,,,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952.0,N00029736,,H8PA05071,1031359.0,412317,24046.0,Glenn Thompson (Pennsylvania),,20946.0,Glenn Thompson (politician),official campaign twitter feed of u s  congressman glenn gt thompson  pa-15  get campaign news and gt updates here ,1076.0
440,Mike Kelly,M,rep,PA,16.0,PA-16,R,MikeKellyforPA,MikeKellyPA,R+17.48,R+17.67,Kelly,Mike,,,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,1.91057E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051.0,N00031647,,H0PA03271,62696.0,412465,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician),with your support  i can keep fighting to make sure that washington works for you  and not the other way around ,2762.0
441,Conor Lamb,M,rep,PA,17.0,PA-17,D,ConorLambPA,RepConorLamb,R+5.78,R+5.96,Lamb,Conor,,,https://lamb.house.gov,1224 Longworth House Office Building Washington DC 20515-3817,202-225-2301,,,RepConorLamb,,UC7hX59n_ixS1Bz3f8Je02yA,L000588,,N00041870,,H8PA18181,,412744,177656.0,Conor Lamb,,21756.0,Conor Lamb,marine  prosecutor  patriot  catholic  democrat  u s  representative for  pa17 ,147775.0
442,Michael F. Doyle,M,rep,PA,18.0,PA-18,D,USRepMikeDoyle,USRepMikeDoyle,D+25.22,D+25.02,Doyle,Michael,F.,,https://doyle.house.gov,270 Cannon House Office Building Washington DC 20515-3818,202-225-2135,,http://doyle.house.gov/rss.xml,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316.0,N00001373,,H4PA18131,36774.0,400114,21853.0,Michael F. Doyle,,29561.0,Mike Doyle (American politician),u s  member of congress representing pa s 18th district,22814.0
443,Jenniffer González-Colón,F,rep,PR,0.0,PR-1,R,Jenniffer2012,repjenniffer,,,González-Colón,Jenniffer,,,https://gonzalez-colon.house.gov,2338 Rayburn House Office Building Washington DC 20515-5401,202-225-2615,,,RepJennifferGonzalezColon,,UCZj99h3-GNKjGGeyp7AJeXw,G000582,,N00037615,,H6PR00082,67353.0,412723,,,,,Jenniffer González,congresswoman puerto rico  r   repjenniffer \xf0\x9f\x87\xb5\xf0\x9f\x87\xb7fmr speaker of the house  gop state chair   statehood leader  women who behave rarely make history   jgo 2020,105050.0
444,David N. Cicilline,M,rep,RI,1.0,RI-1,D,davidcicilline,RepCicilline,D+34.62,D+33.03,Cicilline,David,N.,,https://cicilline.house.gov,2233 Rayburn House Office Building Washington DC 20515-3901,202-225-4911,,http://cicilline.house.gov/rss.xml,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055.0,N00032019,,H0RI01073,1033865.0,412470,7349.0,David N. Cicilline,,21172.0,David Cicilline,congressman for rhode island\xe2\x80\x99s 1st district  antitrust subcommittee chairman   forthepeople,156327.0
445,James R. Langevin,M,rep,RI,2.0,RI-2,D,LangevinForRI,JimLangevin,D+18.12,D+16.57,Langevin,James,R.,,https://langevin.house.gov,2077 Rayburn House Office Building Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668.0,N00009724,,H0RI02139,86608.0,400230,55787.0,Jim Langevin,,20136.0,James Langevin,proudly representing and fighting for the people of rhode island s second congressional district  official campaign account ,1224.0
446,Nancy Mace,F,rep,SC,1.0,SC-1,R,NancyMace,RepNancyMace,R+18.95,R+18.04,Mace,Nancy,Ruth,,https://mace.house.gov,212 Cannon House Office Building Washington DC 20515-4001,202-225-3176,,,,,,M000194,,,,H0SC01394,,456843,,Nancy Mace,,,Nancy Mace,a new voice for gop  congresswoman sc01  single mom  bizwoman  fmr  wafflehouse waitress   citadel  author  conservationist   lowcountryfirst  campaign account ,61789.0
447,Joe Wilson,M,rep,SC,2.0,SC-2,R,TeamJoeWilson,RepJoeWilson,R+22.55,R+21.64,Wilson,Joe,G.,,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688.0,N00024809,,H2SC02059,1002567.0,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician),official campaign account joe wilson  husband  father  and grandfather  republican united states congressman from south carolina   sc02 ,18697.0
448,Jeff Duncan,M,rep,SC,3.0,SC-3,R,JeffDuncan_,RepJeffDuncan,R+39.72,R+38.79,Duncan,Jeff,,,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,H0SC03077,62713.0,412472,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician),columnist   theathletic new orleans \xe2\x80\xa2 analyst  fox-8  wvue-tv \xe2\x80\xa2 author  payton   brees  the men who built the greatest offense in nfl history,42506.0
449,William R. Timmons IV,M,rep,SC,4.0,SC-4,R,VoteTimmons,RepTimmons,R+29.99,R+29.07,Timmons,William,R.,,https://timmons.house.gov,267 Cannon House Office Building Washington DC 20515-4004,202-225-6030,,,,,,T000480,,N00042715,,H8SC04250,,412815,168923.0,William Timmons,,21974.0,William Timmons,official campaign account for congressman william timmons  representing south carolina s fourth congressional district  sc04,1631.0
450,Ralph Norman,M,rep,SC,5.0,SC-5,R,RalphNorman,RepRalphNorman,R+20.35,R+19.44,Norman,Ralph,,,https://norman.house.gov,569 Cannon House Office Building Washington DC 20515-4005,202-225-5501,,,RepRalphNorman,,,N000190,,N00027783,,H8SC05158,61996.0,412738,47930.0,Ralph Norman,,21753.0,Ralph Norman,married for 45 wonderful years w/ 4 adult children   17    grandchildren  i represent sc\xe2\x80\x99s 5th district in the u s  house of representatives  personal account ,2773.0
451,James E. Clyburn,M,rep,SC,6.0,SC-6,D,ClyburnSC06,WhipClyburn,D+34.41,D+35.34,Clyburn,James,E.,,https://clyburn.house.gov,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,208.0,N00002408,,H2SC02042,21607.0,400075,27066.0,James E. Clyburn,,39301.0,Jim Clyburn,the official campaign twitter account for congressman jim clyburn  representing south carolina s sixth congressional district ,16721.0
452,Tom Rice,M,rep,SC,7.0,SC-7,R,TomRiceSC7,RepTomRice,R+20.15,R+19.24,Rice,Tom,,,https://rice.house.gov,460 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,http://rice.house.gov/rss.xml,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,R000597,2160.0,N00033832,,H2SC07066,79473.0,412572,132382.0,Tom Rice (South Carolina),,21359.0,Tom Rice,husband  father  university of south carolina grad  and proudly representing the seventh district of south carolina ,1098.0
453,Dusty Johnson,M,rep,SD,0.0,SD-1,R,DustyJohnson,RepDustyJohnson,R+30.6,R+28.19,Johnson,Dusty,,,https://dustyjohnson.house.gov,1714 Longworth House Office Building Washington DC 20515-4100,202-225-2801,,,,,,J000301,,N00040559,,H8SD01055,,412816,48307.0,Dusty Johnson,,21935.0,Dusty Johnson,serving sd in u s  house  husband to jacquelyn and father to three ,4211.0
454,Diana Harshbarger,F,rep,TN,1.0,TN-1,R,DHarshbargerTN1,RepHarshbarger,R+57.66,R+57.23,Harshbarger,Diana,,,https://harshbarger.house.gov,167 Cannon House Office Building Washington DC 20515-4201,202-225-6356,,,,,,H001086,,,,H0TN01118,,456844,,,,,Diana Harshbarger,congresswoman for  tn01   tennesseetough ,9131.0
455,Tim Burchett,M,rep,TN,2.0,TN-2,R,timburchett,RepTimBurchett,R+39.72,R+39.22,Burchett,Tim,,,https://burchett.house.gov,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,,,,,,B001309,,N00041594,,H8TN02119,,412817,24379.0,Tim Burchett,,21905.0,Tim Burchett,married to kelly  father to isabel  congressman representing  tn02 former  knoxgov mayor  former state legislator  fiscally conservative republican ,47107.0
456,"Charles J. ""Chuck"" Fleischmann",M,rep,TN,3.0,TN-3,R,chuck4congress,RepChuck,R+36.86,R+36.34,Fleischmann,Charles,J.,,https://fleischmann.house.gov,462 Cannon House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann,congressman from tn-03,2320.0
457,Scott DesJarlais,M,rep,TN,4.0,TN-4,R,DesJarlaisTN04,DesJarlaisTN04,R+42.19,R+41.69,DesJarlais,Scott,,,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais,individual rights  small government  strong defense  representing tennessee s 4th district in congress ,21151.0
458,Jim Cooper,M,rep,TN,5.0,TN-5,D,CoopForCongress,RepJimCooper,D+12.68,D+13.24,Cooper,Jim,,,https://cooper.house.gov,1536 Longworth House Office Building Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231.0,N00003132,,"H2TN05131,H2TN04027,S4TN00096",1201.0,400081,48891.0,Jim Cooper,,15019.0,Jim Cooper,lifelong tennessean representing  tn05 in congress  fighting for a stronger and fairer middle tennessee ,1991.0
459,John Rose,M,rep,TN,6.0,TN-6,R,JohnRoseforTN,RepJohnRose,R+49.79,R+49.32,Rose,John,W.,,https://johnrose.house.gov,1124 Longworth House Office Building Washington DC 20515-4206,202-225-4231,,,,,,R000612,,N00041599,,H8TN06094,,412818,180452.0,John Rose (Tennessee),,21959.0,John Rose (Tennessee politician),farmer  small business owner  8th generation tennessean  republican congressman for tennessee\xe2\x80\x99s 6th district united states house of representatives ,2531.0
460,Mark E. Green,M,rep,TN,7.0,TN-7,R,DrMarkGreen4TN,RepMarkGreen,R+41.12,R+40.62,Green,Mark,E.,,https://markgreen.house.gov,2446 Rayburn House Office Building Washington DC 20515-4207,202-225-2811,,,,,,G000590,,N00041873,,H8TN07076,,412819,139030.0,Mark Green (Tennessee),,21926.0,Mark E. Green,husband  father  former us army special ops  flight surgeon  ceo  congressman  tn-7   paid for by mark green for congress ,9941.0
461,David Kustoff,M,rep,TN,8.0,TN-8,R,DavidKustoff,repdavidkustoff,R+38.79,R+38.28,Kustoff,David,,,https://kustoff.house.gov,560 Cannon House Office Building Washington DC 20515-4208,202-225-4714,,,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,K000392,,N00025445,,H2TN07103,28903.0,412724,48997.0,David Kustoff,,21731.0,David Kustoff,congressman representing tn-08  former united states attorney for the western district of tennessee  campaign account ,1688.0
462,Steve Cohen,M,rep,TN,9.0,TN-9,D,ReElectCohen,RepCohen,D+53.64,D+54.09,Cohen,Steve,,,https://cohen.house.gov,2104 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,1878.0,N00003225,,H6TN09068,1022876.0,412236,24340.0,Steve Cohen,,20748.0,Steve Cohen,campaign to re-elect congressman steve cohen in 2018,1147.0
463,Louie Gohmert,M,rep,TX,1.0,TX-1,R,LouieGohmertTX1,RepLouieGohmert,R+51.65,R+51.44,Gohmert,Louie,B.,Jr.,https://gohmert.house.gov,2269 Rayburn House Office Building Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801.0,N00026148,,H4TX04039,1011394.0,400651,50029.0,Louie Gohmert,,20527.0,Louie Gohmert,louie gohmert brings straight talk to washington  d c  please help louie gohmert safeguard the us   continue to keep tx safe   official campaign twitter ,6340.0
464,Dan Crenshaw,M,rep,TX,2.0,TX-2,R,DanCrenshawTX,RepDanCrenshaw,R+20.98,R+21,Crenshaw,Dan,,,https://crenshaw.house.gov,413 Cannon House Office Building Washington DC 20515-4302,202-225-6565,,,,,,C001120,,N00042224,,H8TX02166,,412820,177270.0,Daniel Crenshaw,,21911.0,Dan Crenshaw,dan crenshaw  congressman  lieutenant commander  ret   a former navy seal ,1030261.0
465,Van Taylor,M,rep,TX,3.0,TX-3,R,VanTaylorTX,RepVanTaylor,R+25.18,R+25.18,Taylor,Van,,,https://vantaylor.house.gov,1404 Longworth House Office Building Washington DC 20515-4303,202-225-4201,,,,,,T000479,,N00027709,,H8TX03123,,412821,147737.0,Van Taylor,,21973.0,Van Taylor,decorated marine corps veteran  businessman  tx-03 congressman serving collin county,9579.0
466,Pat Fallon,M,rep,TX,4.0,TX-4,R,FallonForTexas,RepPatFallon,R+57.81,R+57.54,Fallon,Patrick,Edward,,https://fallon.house.gov,1118 Longworth House Office Building Washington DC 20515-4304,202-225-6673,,,,,,F000246,,,,H0TX04219,,456845,,,,,Pat Fallon,conservative  and proud of it   state senator in north texas  business owner with military background ,5944.0
467,Lance Gooden,M,rep,TX,5.0,TX-5,R,Lancegooden,,R+34.65,R+34.59,Gooden,Lance,,,https://gooden.house.gov,1722 Longworth House Office Building Washington DC 20515-4305,202-225-3484,,,,,,G000589,,N00042237,,H8TX05144,,412822,177282.0,Lance Gooden,,21925.0,Lance Gooden,husband  father  and u s  congressman for tx s 5th congressional district ,82160.0
468,Lizzie Fletcher,F,rep,TX,7.0,TX-7,D,Lizzie4Congress,RepFletcher,R+11.85,R+11.89,Fletcher,Lizzie,,,https://fletcher.house.gov,119 Cannon House Office Building Washington DC 20515-4307,202-225-2571,,,,,,F000468,,N00041194,,H8TX07140,,412824,177031.0,Lizzie Pannill Fletcher,,21919.0,Lizzie Fletcher,honored and proud to represent  tx07 in congress and to bring a little more houston to washington  d c ,16173.0
469,Kevin Brady,M,rep,TX,8.0,TX-8,R,bradyfortexas,RepKevinBrady,R+56.65,R+56.39,Brady,Kevin,P.,,https://kevinbrady.house.gov,1011 Longworth House Office Building Washington DC 20515-4308,202-225-4901,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468.0,N00005883,,H6TX08100,45749.0,400046,361.0,Kevin Brady (Texas),,29760.0,Kevin Brady,texas congressman  pro-family  pro-small business conservative  never moved to dc  led gop tax reform in congress  keeps fighting for us ,2796.0
470,Al Green,M,rep,TX,9.0,TX-9,D,RepAlGreenTX,RepAlGreen,D+54.15,D+54.4,Green,Al,,,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803.0,N00026686,,H4TX09095,1012969.0,400653,49680.0,Al Green,,20529.0,Al Green (politician),proud to represent the ninth congressional district of texas in the united states house of representatives ,1446.0
471,Michael T. McCaul,M,rep,TX,10.0,TX-10,R,McCaulforTexas,RepMcCaul,R+18.51,R+18.54,McCaul,Michael,T.,,https://mccaul.house.gov,2001 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,1804.0,N00026460,,H4TX10093,1013056.0,400654,49210.0,Michael McCaul,,20530.0,Michael McCaul,official campaign twitter for mccaul for congress  \n\nall tweets are from the campaign unless signed - mtm \n\ninfo michaelmccaul com\nhttps //t co/x6oavjgfnk,3746.0
472,August Pfluger,M,rep,TX,11.0,TX-11,R,AugustPfluger,RepPfluger,R+64.68,R+64.32,Pfluger,August,Lee,II,https://pfluger.house.gov,1531 Longworth House Office Building Washington DC 20515-4311,202-225-3605,,,,,,P000048,,,,H0TX11230,,456846,,,,,August Pfluger,colonel august pfluger has dedicated his life to defending the u s  and as our next congressman  he\xe2\x80\x99ll defend our traditional texas values ,4476.0
473,Kay Granger,F,rep,TX,12.0,TX-12,R,GrangerCampaign,RepKayGranger,R+37.51,R+37.44,Granger,Kay,,,https://kaygranger.house.gov,1026 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,H6TX12060,45709.0,400157,334.0,Kay Granger,,29762.0,Kay Granger,congresswoman proudly serving the 12th district of texas  ranking member of the house appropriations committee   tx12,878.0
474,Ronny Jackson,M,rep,TX,13.0,TX-13,R,RonnyJacksonTX,RepRonnyJackson,R+68.25,R+67.83,Jackson,Ronny,Lynn,,https://jackson.house.gov,118 Cannon House Office Building Washington DC 20515-4313,202-225-3706,,,,,,J000304,,,,H0TX13228,,456847,,Ronny Jackson,,,Ronny Jackson,congressman for  tx13   former white house physician   retired navy rear admiral   texan  veteran  physician  leader,94256.0
475,"Randy K. Weber, Sr.",M,rep,TX,14.0,TX-14,R,WeberforTexas,TXRandy14,R+25.48,R+25.48,Weber,Randy,K.,Sr.,https://weber.house.gov,107 Cannon House Office Building Washington DC 20515-4314,202-225-2831,,http://weber.house.gov/rss.xml,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,W000814,2161.0,N00033539,,H2TX14149,79698.0,412574,102026.0,Randy Weber,,21360.0,Randy Weber,follow me on  txrandy14  native of the gulf coast  married to my bride brenda over 42 yrs  3 children  8 grandchildren ,1226.0
476,Vicente Gonzalez,M,rep,TX,15.0,TX-15,D,Vicentecongress,RepGonzalez,D+10.75,D+10.71,Gonzalez,Vicente,,,https://gonzalez.house.gov,113 Cannon House Office Building Washington DC 20515-4315,202-225-2531,,,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw,G000581,,N00038809,,H6TX15162,103568.0,412725,166483.0,Vicente Gonzalez Jr.,,21722.0,Vicente Gonzalez (politician),,220.0
477,Veronica Escobar,F,rep,TX,16.0,TX-16,D,vgescobar,RepEscobar,D+31.35,D+31.4,Escobar,Veronica,,,https://escobar.house.gov,1505 Longworth House Office Building Washington DC 20515-4316,202-225-4831,,,,,,E000299,,N00041702,,H8TX16109,,412825,99345.0,Veronica Escobar,,21917.0,Veronica Escobar,congresswoman for the greatest community in america  on the safe and secure u s -mexico border ,35252.0
478,Pete Sessions,M,rep,TX,17.0,TX-17,R,SessionsTX17,,R+24.91,R+24.91,Sessions,Pete,A.,,https://sessions.house.gov,2204 Rayburn House Office Building Washington DC 20515-4317,202-225-6105,,http://sessions.house.gov/?a=rss.feed,,,,S000250,1525.0,N00005681,,H2TX03126,36807.0,400367,288.0,Pete Sessions,,29759.0,Pete Sessions,proudly campaigning to represent the texas s 17th congressional district,1040.0
479,Sheila Jackson Lee,F,rep,TX,18.0,TX-18,D,sjl4hrc,JacksonLeeTX18,D+49.75,D+49.95,Jackson Lee,Sheila,,,https://jacksonlee.house.gov,2426 Rayburn House Office Building Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588.0,N00005818,,H4TX18054,36819.0,400199,21692.0,Sheila Jackson Lee,,29573.0,Sheila Jackson Lee,united states congress,1420.0
480,Jodey C. Arrington,M,rep,TX,19.0,TX-19,R,JodeyArrington,RepArrington,R+54.55,R+54.31,Arrington,Jodey,C.,,https://arrington.house.gov,1107 Longworth House Office Building Washington DC 20515-4319,202-225-4005,,,JodeyArrington,,,A000375,,N00038285,,H6TX19099,1016482.0,412726,155685.0,Jodey Arrington,,21700.0,Jodey Arrington,building a better west texas  fighting for the future of america  https //t co/eqwm15u5zs   https //t co/1gbbkzqozt,3452.0
481,Joaquin Castro,M,rep,TX,20.0,TX-20,D,Castro4Congress,JoaquinCastrotx,D+18.52,D+18.5,Castro,Joaquin,,,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,,http://castro.house.gov/rss.xml,3.26421E+14,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,C001091,2163.0,N00033316,,H2TX35011,63974.0,412576,49227.0,Joaquin Castro,,21362.0,Joaquin Castro,husband  father  u s  congressman  proud texan  donate https //t co/j7jlhpagkw,67543.0
482,Chip Roy,M,rep,TX,21.0,TX-21,R,chiproytx,RepChipRoy,R+19.65,R+19.67,Roy,Chip,,,https://roy.house.gov,1005 Longworth House Office Building Washington DC 20515-4321,202-225-4236,,,,,,R000614,,N00042268,,H8TX21307,,412826,177319.0,Chip Roy,,21961.0,Chip Roy,husband  father  cancer survivor  congressman from the great state of texas  freedom works  https //t co/1jza4av6wu,38181.0
483,Troy E. Nehls,M,rep,TX,22.0,TX-22,R,SheriffTNehls,RepTroyNehls,R+19.41,R+19.44,Nehls,Troy,E.,,https://nehls.house.gov,1104 Longworth House Office Building Washington DC 20515-4322,202-225-5951,,,,,,N000026,,,,H0TX22302,,456848,188334.0,Troy Nehls,,,Troy Nehls, tx22 congressman   fmr  fbc sheriff    veteran us army major  ret     gop   personal acct  see  reptroynehls for official releases,10960.0
484,Tony Gonzales,M,rep,TX,23.0,TX-23,R,tonygonzalestx,RepTonyGonzales,R+4.28,R+4.34,Gonzales,Ernest,Anthony,,https://gonzales.house.gov,1009 Longworth House Office Building Washington DC 20515-4323,202-225-4511,,,,,,G000594,,,,H0TX35015,,456849,,,,,,,3.0
485,Beth Van Duyne,F,rep,TX,24.0,TX-24,R,Bethvanduyne,RepBethVanDuyne,R+17.28,R+17.31,Van Duyne,Beth,Ann,,https://vanduyne.house.gov,1337 Longworth House Office Building Washington DC 20515-4324,202-225-6605,,,,,,V000134,,,,H0TX24209,,456850,79150.0,Beth Van Duyne,,,Beth Van Duyne,single mother  christian  conservative  congresswoman for texas 24  american by birth  texan by the grace of god ,17505.0
486,Roger Williams,M,rep,TX,25.0,TX-25,R,RogerWilliamsTX,RepRWilliams,R+22.98,R+22.99,Williams,Roger,,,https://williams.house.gov,1708 Longworth House Office Building Washington DC 20515-4325,202-225-9896,,http://williams.house.gov/rss.xml,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw,W000816,2165.0,N00030602,,"H2TX33040,S2TX00270",623742.0,412578,50112.0,Roger Williams,,21364.0,Roger Williams (American politician),conservative republican candidate for us congress   tx25,4143.0
487,Michael C. Burgess,M,rep,TX,26.0,TX-26,R,DrBurgessTX,MichaelCBurgess,R+35.65,R+35.58,Burgess,Michael,C.,,https://burgess.house.gov,2161 Rayburn House Office Building Washington DC 20515-4326,202-225-7772,,http://burgess.house.gov/news/rss.aspx,michaelcburgess,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw,B001248,1751.0,N00025219,,H2TX26093,1003620.0,400052,50120.0,,,20355.0,Michael C. Burgess,congressman  doctor  ob/gyn   and proud texan ,564.0
488,Michael Cloud,M,rep,TX,27.0,TX-27,R,MichaelJCloud,RepCloudTX,R+28.85,R+28.83,Cloud,Michael,,,https://cloud.house.gov,512 Cannon House Office Building Washington DC 20515-4327,202-225-7742,,,,,,C001115,,N00041882,,H8TX27049,10322.0,412746,177350.0,Michael Cloud (Texas),,21758.0,Michael Cloud,husband  father  and grateful citizen of the united states  passionate about helping people  your congressman for the 27th district of texas ,1785.0
489,Henry Cuellar,M,rep,TX,28.0,TX-28,D,CuellarCampaign,RepCuellar,D+14.72,D+14.69,Cuellar,Henry,,,https://cuellar.house.gov,2372 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,1.52569E+11,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807.0,N00024978,,H2TX23082,1013062.0,400657,5486.0,Henry Cuellar,,20533.0,Henry Cuellar,official campaign account for congressman henry cuellar  tx-28   https //t co/cflwpcxwem,1053.0
490,Sylvia R. Garcia,F,rep,TX,29.0,TX-29,D,LaCongresista,RepSylviaGarcia,D+35.75,D+35.83,Garcia,Sylvia,R.,,https://sylviagarcia.house.gov,1620 Longworth House Office Building Washington DC 20515-4329,202-225-1688,,,,,,G000587,,N00042282,,H8TX29052,,412827,49734.0,Sylvia Garcia,,21922.0,Sylvia Garcia,congresswoman  tx-29  houston region  former tx state senator w/ 25  yrs in public service  working for the people  native texan  catholic  one of ten children ,26055.0
491,Eddie Bernice Johnson,F,rep,TX,30.0,TX-30,D,EddieBernice,RepEBJ,D+54.85,D+55.11,Johnson,Eddie,Bernice,,https://ebjohnson.house.gov,2306 Rayburn House Office Building Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599.0,N00008122,,H2TX00015,23352.0,400204,27098.0,Eddie Bernice Johnson,,39305.0,Eddie Bernice Johnson,mission to mars\nebj 2028 \nunified in space \nus house committee on science  space  and tech,13.0
492,John R. Carter,M,rep,TX,31.0,TX-31,R,JudgeJohnCarter,JudgeCarter,R+21.25,R+21.26,Carter,John,R.,,https://carter.house.gov,2208 Rayburn House Office Building Washington DC 20515-4331,202-225-3864,,http://carter.house.gov/common/rss/?rss=40,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,C001051,1752.0,N00025095,,H2TX31044,1004257.0,400068,49296.0,John Carter,,20356.0,John Carter (Texas politician),congressman proudly serving the 31st district of texas  judge    conservative  committed to bringing more texas to washington  and less washington to texas ,6389.0
493,Colin Z. Allred,M,rep,TX,32.0,TX-32,D,ColinAllredTX,RepColinAllred,R+9.58,R+9.63,Allred,Colin,Z.,,https://allred.house.gov,114 Cannon House Office Building Washington DC 20515-4332,202-225-2231,,,,,,A000376,,N00040989,,H8TX32098,,412828,177357.0,Colin Allred,,21900.0,Colin Allred,civil rights attorney \xe2\x80\xa2 former  hudgov official \xe2\x80\xa2 former  nfl linebacker \xe2\x80\xa2 congressman for  tx32  where i was born and raised,29368.0
